complaint_id,month,complaint_date,customer_id,sku,complaint_type,severity,description,resolved,resolution_days,satisfaction,handler
COMP0411,2025-04,2025-04-20,CUST0256,BHC9338GR,错误发货,低,价格争议相关问题，需要跟进处理,True,3,4.0,客服-02
COMP0412,2024-12,2024-12-06,CUST0290,FWD221,错误发货,低,服务态度相关问题，需要跟进处理,True,19,3.4,客服-03
COMP0413,2025-10,2025-10-03,CUST0204,FWD101WR,服务态度,低,服务态度相关问题，需要跟进处理,True,1,1.8,客服-01
COMP0414,2025-10,2025-10-27,CUST0269,FWD300WR,价格争议,中,质量问题相关问题，需要跟进处理,True,26,4.8,客服-01
COMP0415,2025-09,2025-09-22,CUST0208,FWD505,包装破损,低,错误发货相关问题，需要跟进处理,True,1,4.0,客服-03
COMP0416,2025-05,2025-05-03,CUST0113,BHC89234BG,包装破损,中,价格争议相关问题，需要跟进处理,True,26,4.8,客服-03
COMP0417,2025-09,2025-09-09,CUST0004,FWD001,质量问题,低,服务态度相关问题，需要跟进处理,True,2,1.9,客服-01
COMP0418,2024-12,2024-12-09,CUST0046,FWD111,包装破损,紧急,交期延误相关问题，需要跟进处理,True,8,2.4,客服-01
COMP0419,2025-10,2025-10-28,CUST0078,FWD6018,包装破损,紧急,包装破损相关问题，需要跟进处理,True,5,4.0,客服-03
COMP0420,2025-05,2025-05-08,CUST0173,FWD6009,错误发货,低,交期延误相关问题，需要跟进处理,True,23,1.2,客服-01
COMP0421,2025-11,2025-11-06,CUST0031,FWD304,价格争议,中,价格争议相关问题，需要跟进处理,True,4,4.6,客服-01
COMP0422,2025-10,2025-10-10,CUST0095,FWD151,价格争议,高,交期延误相关问题，需要跟进处理,True,23,3.0,客服-02
COMP0423,2024-10,2024-10-05,CUST0027,FWD525WR,交期延误,中,价格争议相关问题，需要跟进处理,False,27,1.2,客服-01
COMP0424,2024-11,2024-11-22,CUST0098,FWD353,服务态度,紧急,价格争议相关问题，需要跟进处理,True,28,4.5,客服-01
COMP0425,2025-04,2025-04-27,CUST0161,FWD6006,包装破损,中,错误发货相关问题，需要跟进处理,True,2,4.5,客服-03
COMP0426,2024-10,2024-10-02,CUST0290,FWD323M,价格争议,中,包装破损相关问题，需要跟进处理,True,26,3.2,客服-02
COMP0427,2025-03,2025-03-15,CUST0264,FWDV060B,错误发货,低,包装破损相关问题，需要跟进处理,True,19,2.0,客服-02
COMP0428,2025-09,2025-09-05,CUST0300,FWD6885,服务态度,低,包装破损相关问题，需要跟进处理,True,11,4.8,客服-03
COMP0429,2025-05,2025-05-08,CUST0155,FWD100,包装破损,低,包装破损相关问题，需要跟进处理,True,19,2.2,客服-03
COMP0430,2025-09,2025-09-21,CUST0067,FWD6307A,服务态度,低,错误发货相关问题，需要跟进处理,True,7,5.0,客服-02
COMP0431,2025-11,2025-11-17,CUST0094,FWDD29X,服务态度,中,错误发货相关问题，需要跟进处理,True,7,2.3,客服-03
COMP0432,2025-03,2025-03-22,CUST0298,FWD201WR,服务态度,低,交期延误相关问题，需要跟进处理,True,8,2.6,客服-03
COMP0433,2025-04,2025-04-04,CUST0221,FWD6002T,包装破损,低,错误发货相关问题，需要跟进处理,True,17,3.8,客服-03
COMP0434,2024-10,2024-10-18,CUST0067,FWD151,质量问题,低,包装破损相关问题，需要跟进处理,True,4,4.4,客服-01
COMP0435,2025-06,2025-06-08,CUST0189,FWD7322,质量问题,中,交期延误相关问题，需要跟进处理,True,25,3.0,客服-01
COMP0436,2025-11,2025-11-23,CUST0126,FWDD27X,质量问题,高,错误发货相关问题，需要跟进处理,True,28,5.0,客服-02
COMP0437,2025-01,2025-01-13,CUST0150,FWD3500,错误发货,紧急,服务态度相关问题，需要跟进处理,True,21,4.6,客服-01
COMP0438,2025-05,2025-05-04,CUST0115,FWDD27M,价格争议,紧急,价格争议相关问题，需要跟进处理,False,4,4.5,客服-03
COMP0439,2025-11,2025-11-14,CUST0128,FWD4012,错误发货,紧急,交期延误相关问题，需要跟进处理,True,1,4.8,客服-02
COMP0440,2025-07,2025-07-01,CUST0117,FWD223,价格争议,高,服务态度相关问题，需要跟进处理,False,1,3.7,客服-02
COMP0441,2025-05,2025-05-02,CUST0176,BHC9227GOH,质量问题,低,错误发货相关问题，需要跟进处理,True,22,4.9,客服-01
COMP0442,2025-03,2025-03-28,CUST0089,FWD152,质量问题,高,质量问题相关问题，需要跟进处理,False,24,3.2,客服-03
COMP0443,2024-11,2024-11-18,CUST0103,FWD303WR,包装破损,中,包装破损相关问题，需要跟进处理,True,13,2.9,客服-03
COMP0444,2024-11,2024-11-17,CUST0045,FWD6018,包装破损,紧急,价格争议相关问题，需要跟进处理,True,28,4.9,客服-01
COMP0445,2025-11,2025-11-09,CUST0255,BHC89230GY,错误发货,紧急,错误发货相关问题，需要跟进处理,True,11,3.8,客服-03
COMP0446,2025-10,2025-10-13,CUST0025,FWD353,质量问题,中,包装破损相关问题，需要跟进处理,True,11,2.6,客服-02
COMP0447,2025-04,2025-04-18,CUST0264,FWD510,包装破损,紧急,包装破损相关问题，需要跟进处理,True,8,1.4,客服-02
COMP0448,2025-10,2025-10-21,CUST0135,FWD5893,交期延误,低,包装破损相关问题，需要跟进处理,True,4,4.4,客服-01
COMP0449,2024-11,2024-11-01,CUST0207,FWD111,质量问题,紧急,交期延误相关问题，需要跟进处理,True,1,3.8,客服-01
COMP0450,2025-06,2025-06-20,CUST0002,FWD504WR,交期延误,高,价格争议相关问题，需要跟进处理,True,29,1.2,客服-03
COMP0451,2025-04,2025-04-27,CUST0111,FWDD25X,质量问题,高,包装破损相关问题，需要跟进处理,True,18,2.2,客服-01
COMP0452,2025-11,2025-11-12,CUST0025,FWDD23X,服务态度,低,错误发货相关问题，需要跟进处理,True,3,1.7,客服-02
COMP0453,2025-03,2025-03-06,CUST0118,FWD304,价格争议,中,错误发货相关问题，需要跟进处理,True,7,1.5,客服-03
COMP0454,2025-02,2025-02-21,CUST0219,FWD325,交期延误,高,价格争议相关问题，需要跟进处理,True,8,3.5,客服-03
COMP0455,2025-04,2025-04-22,CUST0215,FWDD10A,服务态度,中,包装破损相关问题，需要跟进处理,True,29,2.8,客服-02
COMP0456,2024-12,2024-12-21,CUST0231,FWD221WR,交期延误,中,交期延误相关问题，需要跟进处理,True,2,3.0,客服-03
COMP0457,2025-08,2025-08-07,CUST0151,FWD491,质量问题,中,包装破损相关问题，需要跟进处理,False,28,1.1,客服-03
COMP0458,2025-10,2025-10-16,CUST0030,FWD122,错误发货,低,服务态度相关问题，需要跟进处理,True,20,3.4,客服-01
COMP0459,2025-02,2025-02-24,CUST0152,FWD4002,错误发货,紧急,包装破损相关问题，需要跟进处理,True,2,3.2,客服-03
COMP0460,2024-10,2024-10-04,CUST0229,FWD307,价格争议,紧急,交期延误相关问题，需要跟进处理,False,21,2.5,客服-01
COMP0461,2024-10,2024-10-11,CUST0048,FWDV095,质量问题,低,服务态度相关问题，需要跟进处理,True,16,1.6,客服-03
COMP0462,2025-02,2025-02-04,CUST0030,FWD510,包装破损,低,质量问题相关问题，需要跟进处理,False,12,3.8,客服-01
COMP0463,2025-06,2025-06-25,CUST0089,FWD6300,错误发货,低,价格争议相关问题，需要跟进处理,True,9,3.2,客服-02
COMP0464,2025-10,2025-10-22,CUST0113,FWD7351,交期延误,高,交期延误相关问题，需要跟进处理,True,13,1.1,客服-01
COMP0465,2025-11,2025-11-19,CUST0059,FWD5870B,错误发货,中,质量问题相关问题，需要跟进处理,True,1,3.6,客服-01
COMP0466,2024-12,2024-12-06,CUST0209,FWD259,质量问题,高,价格争议相关问题，需要跟进处理,True,3,1.7,客服-02
COMP0467,2025-11,2025-11-05,CUST0054,FWDD23L,交期延误,中,包装破损相关问题，需要跟进处理,True,7,4.8,客服-01
COMP0468,2025-08,2025-08-17,CUST0271,FWD5518WR,交期延误,低,服务态度相关问题，需要跟进处理,False,28,3.3,客服-03
COMP0469,2025-07,2025-07-12,CUST0227,FWD362,服务态度,低,包装破损相关问题，需要跟进处理,True,6,5.0,客服-02
COMP0470,2025-10,2025-10-03,CUST0139,FWD6018,错误发货,中,交期延误相关问题，需要跟进处理,True,13,4.0,客服-01
COMP0471,2025-02,2025-02-26,CUST0168,FWD2205G,包装破损,中,价格争议相关问题，需要跟进处理,False,3,2.3,客服-02
COMP0472,2024-12,2024-12-12,CUST0084,FWD123TS,包装破损,高,包装破损相关问题，需要跟进处理,True,4,1.6,客服-03
COMP0473,2025-09,2025-09-09,CUST0153,FWD408,包装破损,低,交期延误相关问题，需要跟进处理,True,27,4.7,客服-03
COMP0474,2025-03,2025-03-12,CUST0238,FWD3302,交期延误,中,价格争议相关问题，需要跟进处理,True,10,1.8,客服-02
COMP0475,2025-08,2025-08-10,CUST0011,FWD410,价格争议,紧急,质量问题相关问题，需要跟进处理,True,16,2.0,客服-02
COMP0476,2025-06,2025-06-06,CUST0159,FWD6504T,错误发货,低,价格争议相关问题，需要跟进处理,False,27,4.4,客服-02
COMP0477,2025-11,2025-11-27,CUST0210,FWD351WR,交期延误,高,包装破损相关问题，需要跟进处理,True,23,3.0,客服-02
COMP0478,2025-09,2025-09-19,CUST0109,FWD6885,质量问题,中,交期延误相关问题，需要跟进处理,True,19,2.9,客服-01
COMP0479,2025-06,2025-06-26,CUST0019,FWD5890,价格争议,紧急,价格争议相关问题，需要跟进处理,True,3,4.5,客服-01
COMP0480,2025-10,2025-10-03,CUST0045,FWD225WR,包装破损,高,错误发货相关问题，需要跟进处理,True,6,4.7,客服-03
COMP0481,2025-04,2025-04-22,CUST0048,FWD6882,交期延误,高,包装破损相关问题，需要跟进处理,True,3,2.3,客服-03
COMP0482,2024-11,2024-11-04,CUST0125,FWD235WR,包装破损,中,错误发货相关问题，需要跟进处理,False,10,1.9,客服-03
COMP0483,2025-04,2025-04-02,CUST0218,FWD353,质量问题,中,服务态度相关问题，需要跟进处理,False,15,2.6,客服-02
COMP0484,2025-06,2025-06-14,CUST0175,FWD306,包装破损,高,交期延误相关问题，需要跟进处理,True,2,4.1,客服-01
COMP0485,2025-07,2025-07-14,CUST0193,FWD6885,价格争议,高,交期延误相关问题，需要跟进处理,False,24,3.7,客服-01
COMP0486,2025-01,2025-01-15,CUST0006,FWD7351,质量问题,低,质量问题相关问题，需要跟进处理,True,23,1.8,客服-02
COMP0487,2024-10,2024-10-11,CUST0067,FWD6602E,价格争议,中,服务态度相关问题，需要跟进处理,False,26,4.9,客服-01
COMP0488,2024-10,2024-10-16,CUST0175,FWD6219,质量问题,紧急,交期延误相关问题，需要跟进处理,False,1,4.0,客服-02
COMP0489,2025-01,2025-01-28,CUST0217,FWD401,服务态度,低,价格争议相关问题，需要跟进处理,True,27,3.8,客服-03
COMP0490,2024-11,2024-11-17,CUST0084,FWDD21X,交期延误,紧急,质量问题相关问题，需要跟进处理,True,15,4.5,客服-03
COMP0491,2025-06,2025-06-25,CUST0189,FWD6002A,交期延误,紧急,交期延误相关问题，需要跟进处理,True,20,1.0,客服-02
COMP0492,2025-05,2025-05-19,CUST0283,FWD509,价格争议,高,错误发货相关问题，需要跟进处理,True,18,2.0,客服-02
COMP0493,2024-11,2024-11-27,CUST0246,FWD6300T,价格争议,紧急,包装破损相关问题，需要跟进处理,True,6,2.3,客服-03
COMP0494,2024-12,2024-12-12,CUST0183,FWD535,服务态度,中,服务态度相关问题，需要跟进处理,True,25,1.7,客服-03
COMP0495,2024-10,2024-10-02,CUST0254,FWD6009,服务态度,高,交期延误相关问题，需要跟进处理,True,19,2.1,客服-02
COMP0496,2024-10,2024-10-05,CUST0057,FWD5872A,交期延误,高,错误发货相关问题，需要跟进处理,True,28,2.1,客服-03
COMP0497,2024-10,2024-10-07,CUST0100,FWD123,价格争议,低,包装破损相关问题，需要跟进处理,True,2,3.1,客服-02
COMP0498,2025-08,2025-08-01,CUST0171,FWD151WR,错误发货,低,服务态度相关问题，需要跟进处理,True,27,1.7,客服-03
COMP0499,2025-06,2025-06-09,CUST0109,FWD151WR,交期延误,高,服务态度相关问题，需要跟进处理,True,10,1.1,客服-02
COMP0500,2025-02,2025-02-05,CUST0102,FWDV580,包装破损,紧急,服务态度相关问题，需要跟进处理,True,7,3.3,客服-03
